"key","hi"
"INTRO3-9_AXL","तुम क्या करने की योजना बना रहे हो?!"
"INTRO3-10_AXL","यह अभी शुरू होता है, बच्चे... एक नई दुनिया का जन्म होगा!"
"INTRO3-11_AXL","हा हा हा हा हा हा हा हा हा हा!"
"ANTONION1_AXL","Antonion... तुम एक ऐसे प्रतिभाशाली हुआ करते थे। क्या तुम पागल हो गए? तुम क्या योजना बना रहे हो?"
"ANTONION2_AXL","पागल? हा हा। यह मज़ेदार है।"
"ANTONION3_AXL","क्या तुम कह रहे हो कि तुम खुद पूरी तरह समझदार हो? क्या तुम्हें यकीन है कि तुम सही पक्ष में हो?"
"ANTONION4_AXL","मुझे पूरा यकीन है। अच्छाई और बुराई में अंतर करना इतना मुश्किल नहीं है। इतना तो मुझे पक्का पता है।"
"ANTONION5_AXL","हा! मैं पूरी तरह सहमत हूँ!"
"ANTONION6_AXL","यहाँ समस्या वह दुनिया है जिसमें हम रहते हैं। लेकिन मैं इसे ठीक करने की योजना बना रहा हूँ!"
"MANOWAR1_AXL","यहाँ क्या हो रहा है, Man-o-War?"
"MANOWAR2_AXL","अगर तुम बिजली सामान्य नहीं करते, तो Abel City के लोगों को कष्ट होगा।"
"MANOWAR3_AXL","... ... ..."
"MANOWAR4_AXL","वह इतना Maverick बन चुका है कि बोल भी नहीं सकता..."
"MANOWAR5_AXL","क्या? Maverick क्या है? क्या तुम जानते हो यह क्या है?"
"MANOWAR6_AXL","Maverick? वह एक बेकाबू Reploid होता है, तुम्हारे जैसा।"
"MANOWAR7_AXL","माफ़ करना दोस्त, लेकिन मुझे तुम्हें गिराना होगा।"
"MANTIS1_AXL","मैंने सुना है कि तुम हम New Generation Reploid के प्रोटोटाइप हो।"
"MANTIS2_AXL","तो, तुम Maverick Hunter क्यों बने?"
"MANTIS3_AXL","क्योंकि मुझे तुम जैसे बुरे Maverick की धुलाई करने में मज़ा आता है, Mantis।"
"MANTIS4_AXL","हम्फ़। तुम्हारी हिम्मत कैसे हुई मुझ पर ऐसा आरोप लगाने की जो मैं हो ही नहीं सकता?"
"MANTIS5_AXL","अच्छा और बुरा जैसी कोई चीज़ नहीं है। तुमने अभी तक यह नहीं समझा, है ना?"
"MANTIS6_AXL","मैं भले ही प्रोटोटाइप हूँ, लेकिन मत समझो कि मैं तुम Maverick गुंडों जैसा हूँ!"
"MANTIS7_AXL","हम नए Reploid के प्रोटोटाइप के लिए तुम बहुत मासूम हो।"
"MANTIS8_AXL","मैं मानता हूँ, मुझे थोड़ी जलन हो रही है।"
"MANTIS9_AXL","चलो मैं अपने ब्लेड से तुम्हें दिखाता हूँ?"
"PANDA1_AXL","तुम्हारे पास वही कॉपी क्षमता है जो हम New Generation Reploid के पास है।"
"PANDA2_AXL","..."
"PANDA3_AXL","क्या तुमने कभी सोचा है कि वह शक्ति दुनिया बदल सकती है?"
"PANDA4_AXL","मैं बस यही सोचता हूँ कि यह तुम Maverick की धुलाई करने में कैसे काम आती है!"
"PANDA5_AXL","कितनी बचकानी बात। लगता है तुम हमारे किसी काम के नहीं हो।"
"ROOSTER1_AXL","जानते हो तुम कहाँ हो, दोस्त?"
"ROOSTER2_AXL","मेरा नाम Axl है, और मैं तुम्हारा कोई दोस्त नहीं हूँ।"
"ROOSTER3_AXL","ख़ैर, यह कचरा निपटान केंद्र है..."
"ROOSTER4_AXL","यह इससे बहुत ज़्यादा है।"
"ROOSTER5_AXL","यह उन सभी Reploid का कब्रिस्तान है जिन्हें Maverick करार दिया गया।"
"ROOSTER6_AXL","अच्छा, तो तुमने सोचा कि बदले में विद्रोह शुरू कर दो?"
"ROOSTER7_AXL","यह Maverick जैसा व्यवहार है।"
"ROOSTER8_AXL","यही है तुम्हारा न्याय? तुम्हें कबाड़ में फेंका जाना चाहिए!"
"ROOSTER9_AXL","हम जो नई दुनिया बनाएँगे, उसमें तुम जैसे Reploid और पुराने मॉडल के लिए कोई जगह नहीं है!"
"SUNFLOWER1_AXL","Axl... आकार बदलने वाला। उन Reploid का प्रोटोटाइप जो नए युग का नेतृत्व करेंगे..."
"SUNFLOWER2_AXL","तो क्या? तुम कह रहे हो मुझे तुम्हारे साथ आना चाहिए? किस्मत खराब है, बेवकूफ!"
"SUNFLOWER3_AXL","काश तुम थोड़े ज़्यादा समझदार होते, तो तुम्हें भी चुना जा सकता था..."
"SUNFLOWER4_AXL","तुम गलत हो। हम शायद अच्छे नहीं हैं, लेकिन हम राक्षस भी नहीं हैं।"
"SUNFLOWER5_AXL","ऐसी अवधारणाएँ तुम जैसे मूर्खों की समझ से परे हैं।"
"SUNFLOWER6_AXL","यह आदमी बेकाबू हो गया है, बेहतर होगा इसे रोक दूँ इससे पहले कि यह बकवास जारी रखे।"
"TRILOBYTE1_AXL","यहाँ जो खनिज हम खनन करते हैं वह अंतरिक्ष विकास के लिए आवश्यक है।"
"TRILOBYTE2_AXL","मुझे नहीं लगता कि तुम जैसा अधपका प्रोटोटाइप समझ सकता है कि मैं क्या कह रहा हूँ।"
"TRILOBYTE3_AXL","तुम Maverick मुझे कभी समझ में नहीं आए।"
"TRILOBYTE4_AXL","मुझे चुना गया है और तुम्हें पीछे छोड़ दिया गया है। तुम कभी मेरे जितने प्रतिभाशाली नहीं हो सकते!"
"TRILOBYTE5_AXL","तुम्हारी सोच खराब है, Trilobyte। Sigma से बेवकूफ बनाए गए और इस्तेमाल हुए!"
"TRILOBYTE6_AXL","हमारी नई दुनिया जल्द ही जन्म लेगी! पुरानी दुनिया के मूर्ख तुम जैसे गिरेंगे!"
"YETI1_AXL","तो तुम वह प्रोटोटाइप हो जो आकार बदल सकता है?"
"YETI2_AXL","अगर हम इतनी आसानी से Maverick बन जाते हैं, तो मैं तुम्हारा प्रोटोटाइप होने से खुश नहीं हूँ।"
"YETI3_AXL","एक Maverick Hunter जितने नीच व्यक्ति के लिए बड़ी बातें।"
"YETI4_AXL","किसे नीच कह रहे हो? दुनिया नष्ट करने की कोशिश तुम कर रहे हो, मैं नहीं!"
"VILE1-1_AXL","हा हा हा हा हा!"
"VILE1-2_AXL","अभी हार क्यों नहीं मान लेते?"
"VILE1-3_AXL","जैसा तुम जानते हो वह दुनिया? Maverick? सबको अलविदा कहो!"
"VILE1-4_AXL","तबाही, कयामत और विनाश! हमें इसी के लिए बनाया गया था!"
"VILE1-5_AXL","हम्फ, जो भी हो, यह मत सोचो कि सिर्फ़ यह कहने से तुम पिटने से बच जाओगे।"
"VILE2-1_AXL","Vile, है ना?"
"VILE2-2_AXL","तुम यहाँ क्या कर रहे हो?"
"VILE2-3_AXL","तुम Lumine और Elevator का क्या करने की योजना बना रहे हो?"
"VILE2-4_AXL","Lumine की चिंता मत करो। तुम्हारे विपरीत, वह हमारी योजना में महत्वपूर्ण है।"
"VILE2-5_AXL","मुझे परवाह नहीं कि तुम कभी Class A Hunter थे..."
"VILE2-6_AXL","तुम अब Maverick हो, और मुझे पता है तुम जैसे गुंडों से कैसे निपटना है!"
"VILE2-7_AXL","हा हा! क्या मैंने तुम्हें गुस्सा दिलाया? आओ!"
"VILE3-1_AXL","हा! दुनिया विनाश के कगार पर है और तुम अभी भी न्याय की चिंता कर रहे हो?"
"VILE3-2_AXL","बिल्कुल सही, दोस्त!"
"VILE3-3_AXL","सोचा Sigma के पीछे जाने से पहले तुम्हें थोड़ा न्याय बाँट दूँ!"
"VILE3-4_AXL","Orbital Elevator... ऊर्जा... अंतरिक्ष खनिज... रॉकेट डेटा..."
"VILE3-5_AXL","अंतरिक्ष का रास्ता..."
"VILE3-6_AXL","जिसने इस दुनिया को इतने लंबे समय तक टिकाए रखा - वह हमारा है!"
"VILE3-7_AXL","ऐसे समय में, तुम्हारा कीमती शब्द ""Maverick"" कितना महत्वपूर्ण है?"
"VILE3-8_AXL","जैसे ही मैं तुम्हें कबाड़ बना दूँ, बता दूँगा!"
"VILE4-1_AXL","तो, तुम अभी भी अपना संघर्ष छोड़ने से इनकार करते हो?"
"VILE4-2_AXL","क्या तुम इतने अंधे हो कि तुमने किसी तरह खुद को मना लिया कि आशा बाकी है?"
"VILE4-3_AXL","अगर मुझे बस तुम्हें हराना है, तो मैं आशा से भरपूर हूँ।"
"VILE4-4_AXL","अगर मैं अभी हार मान लूँ, तो मेरी सारी मेहनत बेकार हो जाएगी। मैं हार नहीं मानूँगा!"
"VILE4-5_AXL","हा हा हा... मुझे लगता है तुम्हें अभी नष्ट करना बेकार होगा..."
"COPYSIGMA1_AXL","Sigma!?"
"COPYSIGMA2_AXL","क्या तुमने सोचा कि अंतरिक्ष में कायर की तरह भागकर छुपकर हमें दूर रख सकते हो?"
"COPYSIGMA3_AXL","भागना? छुपना? तुम गलत समझ रहे हो।"
"COPYSIGMA4_AXL","हमने बस उस अज्ञानी ग्रह को पीछे छोड़ने का फैसला किया।"
"COPYSIGMA5_AXL","जो भी कहो। किसी भी तरह, मैं तुम्हें अभी भून दूँगा!"
"COPYSIGMA6_AXL","कौन ""भुना"" जाएगा? देखते हैं... तुम चुने हुओं में नहीं हो।"
"COPYSIGMA7_AXL","इस नई दुनिया में केवल हम नए Reploid रह सकते हैं! कमज़ोर प्रोटोटाइप का कोई काम नहीं!"
"SIGMA1_AXL","हम्फ़। तो तुम वही हो जिसे Axl कहते हैं.."
"SIGMA2_AXL","New Generation Reploid का प्रोटोटाइप।"
"SIGMA3_AXL","मुझे हैरानी है कि तुम यहाँ तक पहुँच गए।"
"SIGMA4_AXL","अरे... मुझे प्रोटोटाइप कहना बंद करो..."
"SIGMA5_AXL","मैं मैं हूँ... और तुम... तुम एक Maverick हो।"
"SIGMA6_AXL","तुम एक तुच्छ और कमज़ोर प्रोटोटाइप हो! और कुछ नहीं!"
"SIGMA7_AXL","तुम्हारी कॉपी क्षमता पूरी तरह विकसित नहीं है। इसीलिए तुम्हें छोड़ दिया गया।"
"SIGMA8_AXL","Maverick का क्लब एक ऐसा क्लब है जिसमें मैं शामिल न होना पसंद करूँगा!"
"SIGMA9_AXL","केवल शुद्ध New Generation Reploid... मेरे बच्चे, योग्य हैं!"
"SIGMA10_AXL","तुम्हारे बच्चे?"
"SIGMA11_AXL","हाँ, प्रोटोटाइप... मेरे बच्चे..."
"SIGMA12_AXL","Jakob Project से जन्मे सभी New Generation Reploid में मेरे व्यक्तिगत डेटा वाले कॉपी चिप हैं।"
"SIGMA13_AXL","और अब, उस परियोजना का अंतिम चरण शुरू होता है!"
"SIGMA14_AXL","तुम नष्ट किए जाओगे!!!"
"FINALLUMINE1_AXL","अरे, Lumine। क्या तुम ठीक हो?"
"FINALLUMINE2_AXL","क्या मैं ठीक हूँ...? बिल्कुल।"
"FINALLUMINE3_AXL","अब जब तुमने Sigma को हरा दिया, मुझे लगता है तुम संतुष्ट हो।"
"FINALLUMINE4_AXL","तुम्हारी बदौलत, योजना सुचारू रूप से चली।"
"FINALLUMINE5_AXL","लेकिन... Lumine, क्या तुम Sigma द्वारा इस्तेमाल नहीं किए गए?"
"FINALLUMINE6_AXL","इस्तेमाल? मुझे नहीं लगता।"
"FINALLUMINE7_AXL","देखो, उसने तो बस मेरी योजना में मदद की।"
"FINALLUMINE8_AXL","New Generation Reploid जाग गए हैं, और नई दुनिया करीब है!"
"FINALLUMINE9_AXL","Lumine! तुम क्या कर रहे हो? मुझे मत बताओ कि तुम भी Maverick बन गए..."
"FINALLUMINE10_AXL","Maverick? तुम सच में ऐसा नहीं सोचते, है ना?"
"FINALLUMINE11_AXL",".........!"
"FINALLUMINE12_AXL","हम New Generation Reploid के पास जो कॉपी चिप हैं..."
"FINALLUMINE13_AXL","वे सैकड़ों पुराने मॉडल Reploid के डेटा से बनाए गए थे।"
"FINALLUMINE14_AXL","इसका मतलब है कि Sigma भी उसमें शामिल था।"
"FINALLUMINE15_AXL","क्या तुम समझ रहे हो मैं क्या कह रहा हूँ?"
"FINALLUMINE16_AXL","कॉपी चिप? Sigma? इसका मतलब है कि मैं भी उसकी तरह पागल हो जाऊँगा?"
"FINALLUMINE17_AXL","माफ़ करना, लेकिन तुम जैसे प्रोटोटाइप में ऐसा कुछ करने की क्षमता नहीं है।"
"FINALLUMINE18_AXL","वैसे, क्या Sigma सच में पागल था?"
"FINALLUMINE19_AXL",".........?"
"FINALLUMINE20_AXL","उसने तुम्हारी दुनिया के खिलाफ़ विद्रोह किया। लेकिन उसके कारण थे..."
"FINALLUMINE21_AXL","हममें से बाकी New Generation Reploid किसी भी पल ऐसे बन सकते हैं..."
"FINALLUMINE22_AXL","पुरानी दुनिया के खिलाफ़ लड़ाई का यह फैसला सचेत रूप से लिया गया था।"
"FINALLUMINE23_AXL","दूसरे शब्दों में, हमारे पास अपनी मर्ज़ी से Maverick बनने की शक्ति है!"
"FINALLUMINE24_AXL","Axl... क्या तुममें सच में हमें रोकने की ताकत है?"
"FINALLUMINE25_AXL","तुम बस इंसानों का एक औज़ार हो। पुरानी दुनिया का एक औज़ार और कुछ नहीं..."
"FINALLUMINE26_AXL","तुम सोचते हो कि अपने हथियार लेकर हम जैसे विकसित प्राणियों के सामने खड़े हो सकते हो?"
"FINALLUMINE27_AXL","हा हा हा हा हा! हास्यास्पद मत बनो!"
"FINALLUMINE28_AXL","दुनिया बदल रही है। इसलिए, यह स्वाभाविक है कि विकास अपना रास्ता अपनाए!"
"FINALLUMINE29_AXL","अब, कतार में लग जाओ, विनाश के लिए!"
"FINALLUMINE30_AXL","मैं तुम्हें मेरे पास आकर यह बताने नहीं दूँगा कि मैं क्या हूँ या मुझे क्या होना चाहिए।"
"FINALLUMINE31_AXL","दुश्मन तुम हो और मैं तुम्हें यहाँ से जीवित नहीं जाने दूँगा!"
"FINALLUMINE32_AXL","दुश्मन... सहयोगी... यह मामला इतना सीधा नहीं है। Reploid, मानवता के साथ, अपरिवर्तनीय रूप से बदल गए हैं।"
"FINALLUMINE33_AXL","उनके अस्तित्व की प्रकृति भी बदल गई है। हमारी नई दुनिया में तुम्हारी ज़रूरत नहीं है!"
"ENDING1-1_AXL","अविश्वसनीय..."
"ENDING1-2_AXL","तुमने शायद मुझे हरा दिया... लेकिन जो शुरू हो चुका है उसे रोकने में बहुत देर हो चुकी है..."
"ENDING1-3_AXL","अगर ज़रूरत पड़ी तो मैं तुम जैसे और भी लोगों से लड़ूँगा।"
"ENDING1-4_AXL","हा हा हा... तुम्हें सच में स्थिति की समझ नहीं है, है ना?"
"ENDING1-5_AXL","खैर... तुम्हें पता चल जाएगा... जल्द ही..."
"ENDING1-6_AXL","....."
"ENDING1-7_AXL","उफ़! मुझसे यह दर्द और सहा नहीं जाता... बस... जल्दी करो..."
"ENDING2-1_AXL","यह Axl है..."
"ENDING2-2_AXL","Axl... Axl... स्थिति बताओ!"
"ENDING2-3_AXL","मिशन....पूरा हुआ"
"ENDING2-4_AXL","दुश्मन... का सफ़ाया हो गया। मैं वापस आ रहा हूँ..."
"ENDING2-5_AXL","समझ गए..."
"SECRET2-1_AXL","स्वागत है, Axl। मैं तुम्हारी उम्मीद कर रहा था।"
"SECRET2-2_AXL","अच्छा, तो तुम मुझे पहले से जानते हो?"
"SECRET2-3_AXL","कहना होगा, तुम मेरे पहले के विरोधियों से बहुत ज़्यादा... ""शांत"" हो। तुम्हारा क्या मामला है?"
"SECRET2-4_AXL","कितनी सूक्ष्म दृष्टि है कि तुमने इतनी जल्दी यह देख लिया।"
"SECRET2-5_AXL","मैं Serenade हूँ।"
"SECRET2-6_AXL","तुमने कहा कि मैं उनसे अलग हूँ जिनका तुमने पहले सामना किया?"
"SECRET2-7_AXL","वह मेरी अपार शक्ति के कारण है।"
"SECRET2-8_AXL","अपार शक्ति? सच में? ईमानदारी से कहूँ तो तुम ऐसे नहीं दिखते..."
"SECRET2-9_AXL","सही है। मेरी ताकत आक्रामकता के बारे में नहीं है। जब से मैंने UnderKing की उपाधि खोई, तब से प्रशिक्षण कर रहा हूँ।"
"SECRET2-10_AXL","बीस वर्षों से, मैंने शक्ति एकत्र की और अपनी क्षमताओं को निखारा। और अब, मैंने उन्हें परखने के लिए तुम्हें चुना है।"
"SECRET2-11_AXL","बीस साल? वाह, यह तो... बहुत लंबा समय है। लेकिन मेरी कॉपी क्षमता अभी भी है।"
"SECRET2-12_AXL","Serenade, है ना? हम्म..."
"SECRET2-13_AXL","क्या तुम सच में मुझसे भिड़ना चाहते हो? शायद तुम अपने लिए मुश्किल खड़ी कर रहे हो। लेकिन चुनौती तो चुनौती है। चलो!"
"SECRET2-14_AXL","तो आगे आओ... Axl। दिखाओ तुम्हारे पास क्या है!"
"SECRET2-15_AXL","मैं सच में मानता था कि मेरी शक्ति तुम्हें हराने के लिए काफ़ी है। लगता है मैं गलत था।"
"SECRET2-16_AXL","लेकिन तुम... तुम सिर्फ़ ताकत पर निर्भर नहीं करते। तुम्हारी आत्मा में कुछ है जो तुम्हें मज़बूत बनाता है।"
"SECRET2-17_AXL","यह सिर्फ़ लड़ाई का कौशल नहीं है। यह तुम्हारी दृढ़ता है, तुम्हारा दिल..."
"SECRET2-18_AXL","हाँ, ठीक है... मुझे लोगों को चौंकाने की आदत है। लगता है मैं ऐसे ही छलावों से भरा हूँ।"
"SECRET2-19_AXL","लेकिन तुम भी कमज़ोर नहीं थे। मैं उसकी इज़्ज़त करता हूँ।"
"SECRET2-20_AXL","तुमने सुंदरता से लड़ा, Axl। शायद तुम इस दुनिया के सबसे शक्तिशाली योद्धा हो।"
"SECRET2-21_AXL","काश मेरे पास इनाम के रूप में कुछ और देने को होता... लेकिन मैं बस अपनी कृतज्ञता दे सकता हूँ।"
"SECRET2-22_AXL","हे, चिंता मत करो। यह एक अच्छी लड़ाई थी। यही मेरे लिए काफ़ी इनाम है..."
"SECRET2-23_AXL","हालाँकि, अगर तुम्हारे पास कोई और गुप्त पावर-अप हो, तो मैं मना नहीं करूँगा।"
"SECRET2-24_AXL","शायद हम किसी और जगह फिर मिलेंगे... तब तक, विदा, Axl।"
"SECRET2-25_AXL","फिर मिलेंगे, Serenade। अगली बार, मैं इतना आसान नहीं जाऊँगा!"
"SECRET2-26_AXL","SECRET2-26_AXL"
"SECRET3-1_AXL","आखिरकार, मैंने इसे प्राप्त कर लिया। इस डेटा में सभी वर्तमान वांछित अपराधियों की जानकारी है..."
"SECRET3-2_AXL","R.... Red? लेकिन... कैसे?"
"SECRET3-3_AXL","Axl, काफ़ी समय हो गया। अकेले तुम्हारी प्रगति कैसी चल रही है?"
"SECRET3-4_AXL","Red, रुको! तुम्हें यहाँ नहीं होना चाहिए। यह क्षेत्र केवल उच्च रैंक वाले Hunter के लिए है!"
"SECRET3-5_AXL","तुम वही नहीं रहे, Red। क्या तुम अभी भी ""उसके"" तरीकों पर चल रहे हो?"
"SECRET3-6_AXL","तुमने इसकी वजह से Red Alert को कुछ विकृत बना दिया!"
"SECRET3-7_AXL","मैं जानता हूँ यह कैसा दिखता है, लेकिन चिंता मत करो। इस डेटा से हम Hunter से ज़्यादा प्रभावी ढंग से Maverick का शिकार कर सकते हैं।"
"SECRET3-8_AXL","Red Alert को अपना न्याय वापस मिल सकता है, Axl।"
"SECRET3-9_AXL","वह न्याय नहीं है... वह ताकत है! और मैं तुम्हें इसका दुरुपयोग नहीं करने दूँगा!"
"SECRET3-10_AXL","हेह, मैंने कभी नहीं सोचा था कि तुमसे ऐसी सोच सुनूँगा। चलो, देखें तुम कितने बेहतर हुए हो। पूरी ताकत से!"
"SECRET3-11_AXL","बुरा नहीं..... बच्चे, तुम एक Hunter के रूप में बड़े हो गए हो।"
"SECRET3-12_AXL","तुम्हें ऐसा करने की ज़रूरत नहीं है, Red। देर नहीं हुई है दोबारा शुरू करने में, अगर तुम हमसे जुड़ जाओ तो तुम अभी भी अपने आप बन सकते हो।"
"SECRET3-13_AXL","शायद..... शायद नहीं। मेरी चिंता मत करो, मैं अभी भी अपने रास्ते पर चलूँगा।"
"SECRET3-14_AXL","लेकिन अभी के लिए, भरोसा करते समय सावधान रहूँगा।"
"SECRET3-15_AXL","अगली बार, Axl... जब हम फिर मिलेंगे तो इतना आसान नहीं होगा। विदा.... और अपना ख़्याल रखना, लड़के।"
"SECRET3-16_AXL","Red...."
"INTRO1-1_ZERO","तो यह Noah's Park है? बुरी जगह नहीं है।"
"INTRO1-2_ZERO","Zero, क्या सुन सकते हो? इस क्षेत्र में एक विशाल Maverick Mechaniloid है।"
"INTRO1-3_ZERO","और यह Orbital Elevator के पास दुर्घटना स्थल के करीब है। समझ गया!"
"INTRO1-4_ZERO","मैं इस क्षेत्र के Maverick को साफ़ कर दूँगा।"
"INTRO1-5_ZERO","जैसे ही मैं दुर्घटना स्थल पर पहुँचूँ, बचाव Mechaniloid भेज देना।"
"INTRO1-6_ZERO","समझ गए, सावधान रहना, Zero!"
"INTRO2-1_ZERO","क... क्या? इसका क्या मतलब है, Sigma?"
"INTRO2-2_ZERO","दुर्घटना के दौरान खुद को नुकसान से बचाने के लिए..."
"INTRO2-3_ZERO","हमें एक मजबूत Sigma शरीर की नकल करनी पड़ी।"
"INTRO2-4_ZERO","हम New Generation Reploid सभी वायरस से पूर्ण प्रतिरक्षा रखते हैं।"
"INTRO2-5_ZERO","इसलिए Sigma जैसी खतरनाक चीज़ की नकल करने में भी कोई जोखिम नहीं है।"
"INTRO2-6_ZERO","तुम कौन हो? पहचान बताओ!"
"INTRO2-7_ZERO","मैं Lumine हूँ..."
"INTRO2-8_ZERO","मैं एलिवेटर और Jakob Project का निदेशक हूँ।"
"INTRO2-9_ZERO","हम्म... समझा। हिलो मत, मैं बचाव दल को बुलाता हूँ-"
"INTRO3-1_ZERO","हा हा हा! तुमसे फिर मिलकर कितना अच्छा लगा, Zero।"
"INTRO3-2_ZERO","Vile? तो तुम्हारी फिर से मौजूदगी की खबरें सच थीं।"
"INTRO3-3_ZERO","मैं तुम्हारे साथ खेलना चाहता हूँ, लेकिन मुझे बहुत काम करना है..."
"INTRO3-4_ZERO","मैं तुम जैसे वांछित अपराधी को Lumine ले जाने नहीं दूँगा। उसे अभी छोड़ दो!"
"INTRO3-5_ZERO","कोई मौका नहीं। Orbital Elevator अब हमारे नियंत्रण में है..."
"INTRO3-6_ZERO","तुम क्या करने की योजना बना रहे हो, Maverick गुंडे?!"
"INTRO3-7_ZERO","यह अभी शुरू होता है, Zero। एक नई दुनिया का जन्म होगा!"
"INTRO3-8_ZERO","हा हा हा हा हा हा हा हा हा हा!"
"ANTONION1_ZERO","Gravity Antonion। तुम एक अविश्वसनीय वैज्ञानिक हुआ करते थे, लेकिन लगता है अब तुम Maverick बन गए हो।"
"ANTONION2_ZERO","अविश्वसनीय? Maverick? इन शब्दों का मतलब भी क्या है?"
"ANTONION3_ZERO","तुम्हें मुझसे ज़्यादा समझदार किसी से पूछना होगा। क्या Sigma ने तुम्हें ऐसा बनाया?"
"ANTONION4_ZERO","क्या उसने तुम्हें और बाकियों को Maverick बनने पर मजबूर किया?"
"ANTONION5_ZERO","तुम सच में सोचते हो कि तुम मेरे स्वामी को उस एक शब्द में समेट सकते हो?"
"ANTONION6_ZERO","हमारी ईमानदारी केवल तुम्हारी चरम मूर्खता से मेल खाती है।"
"ANTONION7_ZERO","खैर, बहरहाल, अगर तुम हमारी महान योजना नहीं समझ सकते, तो मैं तुम्हें नष्ट कर दूँगा!"
"MANOWAR1_ZERO","अरे! Gigabolt Man-O-War!"
"MANOWAR2_ZERO","Abel City की बिजली अभी सामान्य करो!"
"MANOWAR3_ZERO","... ... ..."
"MANOWAR4_ZERO","वह इतना बिगड़ गया है कि जवाब भी नहीं दे सकता..."
"MANOWAR5_ZERO","मैं Maverick नहीं हूँ... मैं कुछ गलत नहीं कर रहा..."
"MANOWAR6_ZERO","मेरे स्वामी को नई दुनिया बनाने के लिए ऊर्जा चाहिए।"
"MANOWAR7_ZERO","Abel City की बिजली बेकाबू करना? यह Sigma की बुरी योजना में कैसे फिट होता है?"
"MANOWAR8_ZERO","मैं बस अपने स्वामी के नई दुनिया के सपने को साकार करने के लिए मेहनत कर रहा हूँ। वह गलत नहीं है।"
"MANOWAR9_ZERO","नई दुनिया?! खैर, वह योजना यहीं रुक जाएगी!"
"MANOWAR10_ZERO","लगता है मुझे तुम्हें सबक सिखाना होगा!"
"MANTIS1_ZERO","अरे वाह। इसे तो देखो। तुम Zero हो, है ना?"
"MANTIS2_ZERO","अगर तुम सच में मुझे जानते, तो अभी काँप रहे होते।"
"MANTIS3_ZERO","तुम पुराने मॉडल Reploid सच में कुछ नहीं समझते, है ना?"
"MANTIS4_ZERO","इसका क्या मतलब है, Maverick?"
"MANTIS5_ZERO","तुम हमारी सेना में एक महान जनरल बन सकते थे। मेरे स्वामी ने तुममें काफ़ी रुचि दिखाई है।"
"MANTIS6_ZERO","हम्फ! Maverick के साथ जुड़ने में मुझे कोई दिलचस्पी नहीं, धन्यवाद।"
"MANTIS7_ZERO","और चिंता मत करो... तुम्हारे बाद मैं तुम्हारे बॉस के पीछे जाऊँगा।"
"PANDA1_ZERO","क्या तुमने कभी खुद ऐसा नहीं सोचा, Zero?"
"PANDA2_ZERO","कि यह दुनिया विनाश चाहती है और कुछ नहीं?"
"PANDA3_ZERO","क्या Sigma यही कहता है तुम्हें?"
